,cit,zip_code,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,device_protection,tech_support,paperless_billing,monthly_charges,churn_value,cltv,satisfaction_score,customer_status,churn_categor,referred_a_friend,number_of_referrals,tenure_in_months,offer,avg_monthly_long_distance_charges,internet_type,avg_monthly_gb_download,device_protection_plan,premium_tech_support,streaming_music,unlimited_data,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,age,under_30,number_of_dependents,internet_services,online_security,online_backup_srvc,multiple_line,streaming_tv_srvc,payment_methods,total_charge,contracts,churn_reasons,streaming_movies_srvc
4476,Van Nuys,91405,34.202494,-118.448048,Male,1,1,0,2,1,1,0,1,74.2,0,3170,4,Joined,Not Churned,1,1,2,Offer E,7.29,Fiber Optic,14,1,0,0,1,0.0,0,14.58,154.68,60,0,0,1,0,0,0,0,Electronic check,140.1,Two Year,No reason given,0
4477,Van Nuys,91406,34.195685,-118.490752,Female,0,0,0,17,1,1,1,1,69.0,0,4439,5,Stayed,Not Churned,0,0,17,None,5.49,DSL,14,1,1,0,1,33.67,0,93.33,1167.6599999999999,50,0,0,1,0,0,1,1,Mailed check,1108.0,Month-to-Month,No reason given,0
4478,Van Nuys,91411,34.17847,-118.459472,Female,0,0,0,16,1,0,0,0,19.35,0,2017,5,Stayed,Not Churned,0,0,16,None,40.95,None,0,0,0,0,0,0.0,0,655.2,950.75,60,0,0,0,0,0,0,0,Credit card (automatic),295.55,One Year,No reason given,0
4479,Encino,91436,34.152875,-118.486056,Female,0,0,0,10,1,0,0,1,19.8,0,5270,3,Stayed,Not Churned,0,0,10,None,2.84,None,0,0,0,0,0,0.0,0,28.4,226.65,50,0,0,0,0,0,0,0,Mailed check,198.25,One Year,No reason given,0
4480,Burbank,91502,34.177267,-118.31003,Male,0,1,1,64,1,1,1,1,109.2,0,5543,4,Stayed,Not Churned,1,1,64,None,13.73,Fiber Optic,12,1,1,1,1,17.3,0,878.72,7602.57,50,0,1,1,0,1,1,1,Credit card (automatic),6741.15,Two Year,No reason given,1
4481,Burbank,91504,34.213049,-118.317651,Female,0,0,0,1,1,0,0,1,79.15,0,2742,4,Joined,Not Churned,0,0,1,Offer E,18.0,Fiber Optic,23,0,0,0,0,0.0,60,18.0,157.15,30,0,0,1,0,1,1,0,Mailed check,79.15,Month-to-Month,No reason given,0
4482,Burbank,91505,34.174215,-118.345928,Male,0,1,1,25,1,1,0,0,53.65,0,5854,5,Stayed,Not Churned,1,1,25,None,36.17,DSL,53,1,0,0,1,0.0,0,904.25,2259.7,60,0,3,1,0,1,0,0,Mailed check,1355.45,One Year,No reason given,0
4483,Burbank,91506,34.169706,-118.323548,Male,0,1,1,71,1,1,1,0,100.2,0,5502,3,Stayed,Not Churned,1,1,71,None,33.69,Fiber Optic,27,1,1,0,1,0.0,0,2391.99,9600.99,20,1,1,1,1,1,0,1,Credit card (automatic),7209.0,Two Year,No reason given,0
4484,North Hollywood,91602,34.15136,-118.364786,Female,0,1,1,72,1,1,1,1,108.65,0,5730,4,Stayed,Not Churned,1,1,72,None,14.46,Fiber Optic,29,1,1,1,1,0.0,0,1041.1200000000001,8767.470000000001,60,0,1,1,1,1,0,1,Bank transfer (automatic),7726.35,Two Year,No reason given,1
4485,Studio City,91604,34.139082,-118.39275,Female,0,1,0,49,0,0,0,0,40.65,0,5565,4,Stayed,Not Churned,1,6,49,None,0.0,Cable,11,0,0,0,1,0.0,0,0.0,2070.75,50,0,0,1,1,0,0,1,Bank transfer (automatic),2070.75,Month-to-Month,No reason given,0
4486,North Hollywood,91605,34.207295,-118.400022,Male,0,1,1,29,0,1,1,1,55.35,0,5138,3,Stayed,Not Churned,1,6,29,None,0.0,DSL,57,1,1,1,1,0.0,0,0.0,1636.95,60,0,3,1,1,1,0,0,Credit card (automatic),1636.95,One Year,No reason given,1
4487,North Hollywood,91606,34.187599,-118.387125,Male,0,1,0,72,1,1,1,0,105.6,0,5981,3,Stayed,Not Churned,1,5,72,None,6.15,Fiber Optic,5,1,1,1,1,0.0,0,442.8,8024.3,50,0,0,1,1,1,1,0,Bank transfer (automatic),7581.5,Two Year,No reason given,1
4488,Rancho Cucamonga,91701,34.132275,-117.611478,Female,0,0,0,50,1,0,0,1,95.7,0,4164,4,Stayed,Not Churned,0,0,50,None,49.14,Fiber Optic,6,0,0,1,0,0.0,140,2457.0,7326.75,40,0,0,1,0,0,1,1,Electronic check,4729.75,Month-to-Month,No reason given,1
4489,Azusa,91702,34.174493,-117.87068,Male,0,1,0,71,1,1,1,0,83.2,0,5350,3,Stayed,Not Churned,1,6,71,None,35.09,DSL,12,1,1,1,1,0.0,0,2491.3900000000003,8617.490000000002,40,0,0,1,1,0,1,1,Electronic check,6126.1,Two Year,No reason given,1
4490,Baldwin Park,91706,34.098275,-117.967399,Male,1,1,0,70,1,1,1,0,90.05,0,4666,3,Stayed,Not Churned,1,7,70,None,12.07,DSL,17,1,1,1,1,0.0,0,844.9,7178.299999999999,60,0,0,1,1,1,1,1,Credit card (automatic),6333.4,Two Year,No reason given,1
4491,Chino Hills,91709,33.942895,-117.725644,Male,0,0,0,71,1,0,1,0,97.65,0,5319,3,Stayed,Not Churned,0,0,71,None,16.57,Fiber Optic,5,0,1,1,1,0.0,0,1176.47,7864.320000000001,40,0,0,1,1,0,1,0,Credit card (automatic),6687.85,One Year,No reason given,1
4492,Chino,91710,33.990646,-117.663025,Male,0,1,1,61,1,1,1,1,68.05,0,4436,4,Stayed,Not Churned,1,2,61,None,42.31,DSL,59,1,1,0,1,0.0,0,2580.9100000000003,6739.16,20,1,2,1,1,1,0,0,Bank transfer (automatic),4158.25,Two Year,No reason given,0
4493,Covina,91723,34.084747,-117.886844,Male,0,0,0,68,1,1,0,1,102.1,0,5228,3,Stayed,Not Churned,0,0,68,None,49.42,Fiber Optic,7,1,0,1,1,0.0,0,3360.56,10509.91,30,0,0,1,1,1,1,0,Bank transfer (automatic),7149.35,Two Year,No reason given,1
4494,Covina,91724,34.08111,-117.853935,Male,0,0,0,62,1,0,0,0,23.4,0,5822,4,Stayed,Not Churned,0,0,62,None,48.93,None,0,0,0,0,0,0.0,0,3033.66,4463.3099999999995,40,0,0,0,0,0,1,0,Bank transfer (automatic),1429.65,Two Year,No reason given,0
4495,Rancho Cucamonga,91730,34.10097,-117.57882,Female,0,0,1,7,1,0,0,1,71.05,0,4668,5,Stayed,Not Churned,0,0,7,Offer E,28.5,Fiber Optic,13,0,0,0,0,0.0,10,199.5,682.15,40,0,1,1,0,0,0,0,Electronic check,472.65,Month-to-Month,No reason given,0
4496,El Monte,91732,34.074492,-118.01462,Male,0,1,1,6,1,0,0,0,19.45,0,3461,4,Stayed,Not Churned,1,10,6,Offer E,1.57,None,0,0,0,0,0,0.0,0,9.42,122.92,50,0,3,0,0,0,0,0,Mailed check,113.5,One Year,No reason given,0
4497,South El Monte,91733,34.04622,-118.053753,Female,1,0,0,33,0,1,0,1,59.45,0,3116,4,Stayed,Not Churned,0,0,33,None,0.0,DSL,16,1,0,0,1,0.0,0,0.0,1884.65,70,0,0,1,1,1,0,1,Bank transfer (automatic),1884.65,Two Year,No reason given,1
4498,Rancho Cucamonga,91737,34.245289,-117.642503,Male,0,1,1,28,1,0,0,0,92.2,0,5116,4,Stayed,Not Churned,1,1,28,None,13.19,Fiber Optic,30,0,0,1,1,0.0,0,369.32,2937.4700000000003,30,0,3,1,0,0,1,1,Bank transfer (automatic),2568.15,One Year,No reason given,1
4499,Rancho Cucamonga,91739,34.133809,-117.523724,Male,0,0,0,27,1,0,0,0,19.85,0,2176,4,Stayed,Not Churned,0,0,27,None,47.65,None,0,0,0,0,0,0.0,0,1286.55,1756.55,20,1,0,0,0,0,0,0,Credit card (automatic),470.0,Two Year,No reason given,0
4500,Glendora,91740,34.119363,-117.855059,Male,0,0,0,7,1,0,0,0,43.9,0,3565,5,Stayed,Not Churned,0,0,7,Offer E,30.04,DSL,6,0,0,0,1,0.0,0,210.28,488.67999999999995,40,0,0,1,0,0,0,0,Mailed check,278.4,Month-to-Month,No reason given,0
4501,Hacienda Heights,91745,33.998471,-117.973758,Male,1,0,0,30,1,0,0,1,90.5,0,5983,3,Stayed,Not Churned,0,0,30,None,4.04,Fiber Optic,14,0,0,0,1,0.0,0,121.2,2717.0499999999997,60,0,0,1,1,0,1,0,Credit card (automatic),2595.85,Two Year,No reason given,1
4502,La Puente,91746,34.038983,-117.991372,Male,0,0,0,63,1,0,0,0,90.45,0,4616,3,Stayed,Not Churned,0,0,63,None,9.21,Fiber Optic,28,0,0,1,0,0.0,100,580.23,6505.73,30,0,0,1,0,1,1,0,Credit card (automatic),5825.5,One Year,No reason given,1
4503,La Verne,91750,34.144703,-117.770299,Female,0,0,1,53,1,1,1,1,84.6,0,4733,5,Stayed,Not Churned,0,0,53,None,14.54,Cable,18,1,1,1,1,0.0,0,770.62,5220.37,50,0,2,1,0,1,1,1,Electronic check,4449.75,One Year,No reason given,1
4504,Monterey Park,91754,34.050322,-118.147037,Female,0,0,0,21,1,0,1,1,99.15,0,5324,3,Stayed,Not Churned,0,0,21,Offer D,6.12,Fiber Optic,51,0,1,1,1,0.0,0,128.52,2084.92,20,1,0,1,0,1,0,1,Bank transfer (automatic),1956.4,Month-to-Month,No reason given,1
4505,Monterey Park,91755,34.049172,-118.115022,Male,0,0,0,17,1,0,0,0,19.95,0,2221,5,Stayed,Not Churned,0,0,17,Offer D,25.91,None,0,0,0,0,0,0.0,0,440.47,751.07,20,1,0,0,0,0,0,0,Mailed check,310.6,One Year,No reason given,0
4506,Mt Baldy,91759,34.231318,-117.662032,Male,0,1,1,16,1,0,0,0,20.5,0,2856,3,Stayed,Not Churned,1,3,16,Offer D,27.24,None,0,0,0,0,0,0.0,0,435.84,726.39,20,0,2,0,0,0,0,0,Mailed check,290.55,Two Year,No reason given,0
4507,Ontario,91761,34.035602,-117.591528,Female,0,0,0,35,1,1,0,1,62.1,0,5315,4,Stayed,Not Churned,0,0,35,None,2.15,DSL,7,1,0,1,1,0.0,0,75.25,2171.35,60,0,0,1,0,0,0,0,Electronic check,2096.1,Month-to-Month,No reason given,1
4508,Ontario,91762,34.057256,-117.667677,Female,1,0,0,32,1,0,0,1,79.5,0,3041,4,Stayed,Not Churned,0,0,32,None,48.62,Fiber Optic,12,0,0,0,1,0.0,0,1555.84,4220.84,70,0,0,1,0,0,0,0,Electronic check,2665.0,Two Year,No reason given,1
4509,Montclair,91763,34.072121,-117.698319,Female,0,1,1,28,1,0,0,1,19.55,0,3948,4,Stayed,Not Churned,1,9,28,None,15.85,None,0,0,0,0,0,0.0,0,443.8,987.5999999999999,20,1,3,0,0,0,0,0,Bank transfer (automatic),543.8,Month-to-Month,No reason given,0
4510,Ontario,91764,34.074087,-117.605618,Female,0,0,0,1,1,0,0,1,20.35,0,2183,4,Joined,Not Churned,0,0,1,Offer E,29.86,None,0,0,0,0,0,0.0,0,29.86,50.21,20,0,0,0,0,0,0,0,Mailed check,20.35,Month-to-Month,No reason given,0
4511,Diamond Bar,91765,33.992416,-117.807874,Male,0,0,0,59,0,0,1,1,51.7,0,6107,3,Stayed,Not Churned,0,0,59,None,0.0,DSL,7,0,1,1,1,0.0,0,0.0,3005.8,40,0,0,1,0,0,0,1,Electronic check,3005.8,Month-to-Month,No reason given,1
4512,Pomona,91766,34.042286,-117.756106,Female,0,1,1,72,1,0,0,1,23.3,0,4152,5,Stayed,Not Churned,1,6,72,None,18.14,None,0,0,0,0,0,0.0,0,1306.08,2929.23,20,1,2,0,0,0,1,0,Bank transfer (automatic),1623.15,One Year,No reason given,0
4513,Pomona,91768,34.067932,-117.785168,Female,0,0,0,40,1,0,0,0,65.1,0,3885,3,Stayed,Not Churned,0,0,40,None,11.56,DSL,26,0,0,0,1,0.0,0,462.40000000000003,3048.4,30,0,0,1,1,1,0,1,Mailed check,2586.0,Month-to-Month,No reason given,0
4514,Rosemead,91770,34.065108,-118.082791,Male,0,1,1,40,1,1,0,1,81.2,0,5370,3,Stayed,Not Churned,1,4,40,None,3.52,Fiber Optic,56,1,0,0,1,0.0,0,140.8,3433.1000000000004,50,0,3,1,0,0,1,0,Electronic check,3292.3,Month-to-Month,No reason given,0
4515,San Gabriel,91775,34.114772,-118.089431,Male,0,1,1,63,1,1,1,0,74.5,0,6382,4,Stayed,Not Churned,1,9,63,None,42.17,DSL,73,1,1,0,1,0.0,0,2656.71,7331.26,20,1,2,1,1,1,0,1,Credit card (automatic),4674.55,Two Year,No reason given,0
4516,San Gabriel,91776,34.089927,-118.095645,Female,0,0,0,3,1,0,0,1,80.5,0,2032,5,Joined,Not Churned,0,0,3,None,26.86,Fiber Optic,5,0,0,0,0,0.0,0,80.58,312.93,40,0,0,1,0,0,0,1,Electronic check,232.35,Month-to-Month,No reason given,0
4517,Temple City,91780,34.101608,-118.055848,Male,0,1,1,40,0,1,1,0,60.3,0,3724,4,Stayed,Not Churned,1,3,40,None,0.0,DSL,26,1,1,1,1,0.0,0,0.0,2448.5,10,1,2,1,0,1,0,1,Mailed check,2448.5,One Year,No reason given,1
4518,Upland,91784,34.141146,-117.655583,Male,0,1,0,8,1,0,0,1,75.0,0,5413,3,Stayed,Not Churned,1,8,8,Offer E,20.67,Fiber Optic,18,0,0,0,1,0.0,0,165.36,823.46,50,0,0,1,1,0,0,0,Mailed check,658.1,Month-to-Month,No reason given,0
4519,Upland,91786,34.105493,-117.660934,Male,1,1,0,34,1,0,1,0,90.15,0,3202,3,Stayed,Not Churned,1,7,34,None,26.49,Fiber Optic,18,0,1,0,1,0.0,0,900.66,4029.46,70,0,0,1,1,0,0,1,Mailed check,3128.8,One Year,No reason given,0
4520,West Covina,91791,34.061634,-117.893169,Male,0,1,0,9,1,1,0,1,69.05,0,2907,4,Stayed,Not Churned,1,4,9,Offer E,26.03,Cable,59,1,0,1,1,0.0,0,234.27,888.22,20,1,0,1,0,1,1,0,Credit card (automatic),653.95,Month-to-Month,No reason given,1
4521,West Covina,91792,34.024405,-117.898722,Male,0,1,1,31,1,0,0,0,59.7,0,2425,5,Stayed,Not Churned,1,6,31,None,30.67,DSL,59,0,0,1,1,0.0,0,950.7700000000001,2776.27,20,1,1,1,0,0,1,0,Bank transfer (automatic),1825.5,Month-to-Month,No reason given,1
4522,Alhambra,91801,34.090925,-118.128164,Female,0,1,0,50,1,0,0,1,19.85,0,4358,5,Stayed,Not Churned,1,1,50,None,28.1,None,0,0,0,0,0,0.0,0,1405.0,2348.1,20,0,0,0,0,0,0,0,Bank transfer (automatic),943.1,One Year,No reason given,0
4523,Boulevard,91905,32.677097,-116.304991,Female,0,0,0,9,0,0,0,0,40.75,0,2973,4,Stayed,Not Churned,0,0,9,Offer E,0.0,DSL,21,0,0,1,0,0.0,20,0.0,379.4,40,0,0,1,0,1,0,0,Electronic check,359.4,Month-to-Month,No reason given,1
4524,Chula Vista,91911,32.607964,-117.059459,Male,0,1,0,25,1,0,1,1,95.7,0,4535,5,Stayed,Not Churned,1,7,25,None,3.81,Fiber Optic,8,0,1,1,1,0.0,0,95.25,2433.6,50,0,0,1,0,0,0,1,Credit card (automatic),2338.35,Month-to-Month,No reason given,1
4525,Chula Vista,91913,32.64164,-116.985026,Male,1,0,0,1,1,0,0,0,46.3,0,2546,4,Joined,Not Churned,0,0,1,Offer E,11.51,DSL,21,0,0,0,1,0.0,0,11.51,57.809999999999995,70,0,0,1,0,0,0,0,Electronic check,46.3,Two Year,No reason given,0
4526,Chula Vista,91914,32.688506,-116.938632,Female,0,1,1,45,1,1,1,0,81.3,0,3111,3,Stayed,Not Churned,1,9,45,Offer B,10.21,DSL,11,1,1,0,1,0.0,0,459.45000000000005,4000.55,50,0,2,1,1,1,1,1,Mailed check,3541.1,Month-to-Month,No reason given,0
4527,Descanso,91916,32.912664,-116.635387,Female,0,1,1,55,1,0,0,0,20.0,0,4277,4,Stayed,Not Churned,1,4,55,Offer B,31.3,None,0,0,0,0,0,0.0,0,1721.5,2808.75,30,0,1,0,0,0,0,0,Credit card (automatic),1087.25,Month-to-Month,No reason given,0
4528,Dulzura,91917,32.622999,-116.687855,Female,0,0,0,38,1,1,0,1,66.15,0,4933,4,Stayed,Not Churned,0,0,38,None,20.14,DSL,13,1,0,0,1,0.0,0,765.32,3287.7200000000003,30,0,0,1,1,1,1,0,Bank transfer (automatic),2522.4,Month-to-Month,No reason given,0
4529,Imperial Beach,91932,32.579134,-117.119009,Male,0,1,1,38,1,0,0,0,19.6,0,3854,3,Stayed,Not Churned,1,3,38,None,24.16,None,0,0,0,0,0,0.0,0,918.08,1635.38,30,0,2,0,0,0,0,0,Electronic check,717.3,Month-to-Month,No reason given,0
4530,Jacumba,91934,32.649787,-116.2237,Male,0,0,0,34,1,0,0,1,49.8,0,2711,4,Stayed,Not Churned,0,0,34,None,4.89,Cable,27,0,0,0,0,0.0,70,166.26,1970.46,30,0,0,1,0,1,0,0,Electronic check,1734.2,Month-to-Month,No reason given,0
4531,Jamul,91935,32.695681,-116.798386,Female,0,1,0,70,1,1,0,1,101.75,0,5596,3,Stayed,Not Churned,0,0,70,None,19.88,Fiber Optic,26,1,0,1,1,0.0,0,1391.6,8460.9,10,1,0,1,0,0,1,1,Electronic check,7069.3,One Year,No reason given,1
4532,La Mesa,91941,32.759327,-116.99726,Female,0,0,0,13,1,0,1,0,55.15,0,3161,4,Stayed,Not Churned,0,0,13,Offer D,46.68,DSL,59,0,1,1,1,0.0,0,606.84,1349.74,10,1,0,1,1,0,0,0,Mailed check,742.9,One Year,No reason given,0
4533,Lemon Grove,91945,32.733564,-117.033713,Female,0,0,0,61,1,1,0,1,103.95,0,4148,4,Stayed,Not Churned,0,0,61,Offer B,15.44,Fiber Optic,30,1,0,1,1,0.0,0,941.8399999999999,7364.84,20,1,0,1,0,1,1,1,Electronic check,6423.0,One Year,No reason given,1
4534,National City,91950,32.67102,-117.095235,Male,0,0,0,41,1,0,1,1,99.65,0,2640,5,Stayed,Not Churned,0,0,41,Offer B,21.64,Fiber Optic,59,0,1,1,1,0.0,0,887.24,5107.59,20,1,0,1,0,1,0,1,Credit card (automatic),4220.35,Two Year,No reason given,1
4535,Pine Valley,91962,32.800671,-116.483363,Male,0,0,0,21,1,0,0,1,73.7,0,2071,5,Stayed,Not Churned,0,0,21,Offer D,28.54,Fiber Optic,42,0,0,1,1,0.0,0,599.34,2158.04,20,1,0,1,0,0,1,0,Electronic check,1558.7,Month-to-Month,No reason given,0
4536,Potrero,91963,32.619465,-116.593605,Male,1,0,0,55,0,1,0,1,50.05,0,4932,4,Stayed,Not Churned,0,0,55,None,0.0,DSL,23,1,0,0,1,0.0,0,0.0,2743.45,70,0,0,1,0,0,0,1,Bank transfer (automatic),2743.45,One Year,No reason given,1
4537,Spring Valley,91977,32.726627,-116.994608,Male,0,1,0,69,0,1,1,0,60.25,0,5717,3,Stayed,Not Churned,1,7,69,None,0.0,DSL,59,1,1,1,0,0.0,120,0.0,4175.5,20,1,0,1,1,0,0,1,Bank transfer (automatic),4055.5,Two Year,No reason given,1
4538,Tecate,91980,32.587557,-116.636816,Female,1,1,0,69,1,0,0,0,87.3,0,4148,3,Stayed,Not Churned,1,6,69,None,34.55,Fiber Optic,19,0,0,0,1,0.0,0,2383.95,8439.5,60,0,0,1,1,1,0,0,Credit card (automatic),6055.55,One Year,No reason given,1
4539,Borrego Springs,92004,33.200369,-116.192313,Male,0,1,1,47,1,0,0,0,54.25,0,2320,5,Stayed,Not Churned,1,1,47,Offer B,39.25,DSL,26,0,0,1,1,0.0,0,1844.75,4382.95,20,1,1,1,0,1,1,0,Electronic check,2538.2,Month-to-Month,No reason given,0
4540,Cardiff By The Sea,92007,33.015866,-117.272254,Female,0,1,1,72,1,1,1,0,85.3,0,4456,3,Stayed,Not Churned,0,0,72,None,36.13,Cable,21,1,1,1,1,0.0,0,2601.36,8730.56,40,0,1,1,1,1,0,1,Bank transfer (automatic),6129.2,Two Year,No reason given,1
4541,Carlsbad,92008,33.148116,-117.306043,Male,1,1,0,33,0,1,1,1,50.0,0,5600,3,Stayed,Not Churned,1,1,33,None,0.0,DSL,4,1,1,0,1,0.0,0,0.0,1750.85,70,0,0,1,0,1,0,1,Electronic check,1750.85,Two Year,No reason given,0
4542,Del Mar,92014,32.948262,-117.256086,Female,0,1,1,72,1,1,1,0,90.95,0,5096,3,Stayed,Not Churned,1,2,72,None,45.66,DSL,47,1,1,1,1,0.0,0,3287.5199999999995,9939.97,10,1,1,1,1,1,1,1,Credit card (automatic),6652.45,Two Year,No reason given,1
4543,El Cajon,92019,32.785165,-116.862648,Male,1,1,0,37,1,0,0,1,72.25,0,4121,3,Stayed,Not Churned,1,8,37,None,23.54,Fiber Optic,7,0,0,0,1,0.0,0,870.98,3446.43,70,0,0,1,0,0,0,0,Bank transfer (automatic),2575.45,Two Year,No reason given,0
4544,El Cajon,92020,32.79697,-116.969082,Female,1,1,1,62,1,1,0,1,96.1,0,5868,4,Stayed,Not Churned,1,1,62,None,45.76,Fiber Optic,12,1,0,0,0,0.0,150,2837.12,9006.470000000001,60,0,2,1,0,1,1,0,Credit card (automatic),6019.35,Two Year,No reason given,1
4545,El Cajon,92021,32.832706,-116.873258,Female,0,1,0,71,1,0,0,0,19.85,0,4121,4,Stayed,Not Churned,1,10,71,None,18.41,None,0,0,0,0,0,0.0,0,1307.11,2686.71,40,0,0,0,0,0,0,0,Credit card (automatic),1379.6,Two Year,No reason given,0
4546,Encinitas,92024,33.054579,-117.25665,Male,0,0,1,23,1,0,1,1,55.3,0,4028,4,Stayed,Not Churned,0,0,23,Offer D,1.58,DSL,47,0,1,1,1,0.0,0,36.34,1320.54,20,1,3,1,0,1,0,0,Bank transfer (automatic),1284.2,Month-to-Month,No reason given,0
4547,Escondido,92025,33.081478,-117.033814,Female,0,0,0,16,1,0,0,0,20.1,0,5052,3,Stayed,Not Churned,0,0,16,Offer D,20.65,None,0,0,0,0,0,0.0,0,330.4,626.55,30,0,0,0,0,0,0,0,Mailed check,296.15,One Year,No reason given,0
4548,Escondido,92026,33.21846,-117.116916,Male,0,0,0,9,1,1,1,1,69.5,0,3628,3,Stayed,Not Churned,0,0,9,None,34.43,DSL,51,1,1,1,1,0.0,0,309.87,963.12,20,1,0,1,1,0,0,1,Mailed check,653.25,Month-to-Month,No reason given,0
4549,Escondido,92027,33.141265,-116.967221,Male,0,1,1,17,1,0,0,1,25.15,0,3931,3,Stayed,Not Churned,1,8,17,Offer D,45.24,None,0,0,0,0,0,0.0,0,769.08,1181.68,30,0,3,0,0,0,1,0,Mailed check,412.6,Two Year,No reason given,0
4550,Julian,92036,32.980678,-116.262854,Female,0,1,0,24,1,1,0,1,79.65,0,3816,4,Stayed,Not Churned,1,2,24,None,44.93,Fiber Optic,82,1,0,1,1,0.0,0,1078.32,3007.02,20,1,0,1,0,0,1,0,Mailed check,1928.7,Month-to-Month,No reason given,0
4551,La Jolla,92037,32.853743,-117.25034,Female,1,0,0,1,1,0,0,1,71.25,0,5033,4,Joined,Not Churned,0,0,1,None,17.6,Fiber Optic,2,0,0,0,0,0.0,10,17.6,98.85,60,0,0,1,0,0,0,0,Electronic check,71.25,Two Year,No reason given,0
4552,Lakeside,92040,32.909873,-116.906774,Male,1,0,0,72,1,1,1,0,113.8,0,4598,3,Stayed,Not Churned,0,0,72,None,24.67,Fiber Optic,26,1,1,0,1,0.0,0,1776.2400000000002,9622.04,70,0,0,1,1,1,1,1,Bank transfer (automatic),7845.8,Two Year,No reason given,1
4553,Oceanside,92054,33.351059,-117.420557,Female,0,1,0,72,1,0,0,0,24.55,0,4169,4,Stayed,Not Churned,1,8,72,None,8.98,None,0,0,0,0,0,0.0,0,646.5600000000001,2397.26,40,0,0,0,0,0,1,0,Electronic check,1750.7,Two Year,No reason given,0
4554,Oceanside,92056,33.194742,-117.29032,Female,0,0,1,11,1,0,0,0,19.7,0,3838,4,Stayed,Not Churned,0,0,11,Offer D,44.88,None,0,0,0,0,0,0.0,0,493.68,709.88,50,0,1,0,0,0,0,0,Credit card (automatic),216.2,Month-to-Month,No reason given,0
4555,Palomar Mountain,92060,33.309852,-116.823091,Female,1,1,0,60,1,1,0,1,100.5,0,6442,5,Stayed,Not Churned,1,3,60,None,27.68,Fiber Optic,26,1,0,0,1,0.0,0,1660.8,7689.8,70,0,0,1,0,0,1,1,Credit card (automatic),6029.0,One Year,No reason given,1
4556,Poway,92064,32.984395,-117.013454,Female,0,0,0,49,1,1,1,1,74.45,0,4517,5,Stayed,Not Churned,0,0,49,Offer B,7.51,DSL,13,1,1,1,1,0.0,0,367.99,4089.8900000000003,50,0,0,1,0,0,0,1,Bank transfer (automatic),3721.9,Two Year,No reason given,1
4557,Ramona,92065,33.044541,-116.833922,Female,1,0,0,30,1,1,0,1,104.1,0,5655,4,Stayed,Not Churned,0,0,30,None,41.93,Fiber Optic,21,1,0,0,1,0.0,0,1257.9,4379.0,70,0,0,1,0,1,1,1,Electronic check,3121.1,Two Year,No reason given,1
4558,Ranchita,92066,33.215251,-116.53633,Female,0,1,0,53,1,0,0,0,19.05,0,6160,5,Stayed,Not Churned,1,5,53,Offer B,46.24,None,0,0,0,0,0,0.0,0,2450.7200000000003,3441.17,40,0,0,0,0,0,0,0,Credit card (automatic),990.45,One Year,No reason given,0
4559,Rancho Santa Fe,92067,33.012751,-117.200617,Male,0,0,1,39,1,0,0,0,25.0,0,4295,4,Stayed,Not Churned,0,0,39,None,49.95,None,0,0,0,0,0,0.0,0,1948.0500000000002,2952.4,50,0,3,0,0,0,1,0,Mailed check,1004.35,Two Year,No reason given,0
4560,San Marcos,92069,33.162624,-117.170863,Female,0,0,0,9,1,0,0,0,19.05,0,3248,4,Stayed,Not Churned,0,0,9,Offer E,31.28,None,0,0,0,0,0,0.0,0,281.52,439.16999999999996,40,0,0,0,0,0,0,0,Mailed check,157.65,Month-to-Month,No reason given,0
4561,Santa Ysabel,92070,33.174725,-116.743329,Male,0,0,0,39,1,1,1,0,81.9,0,3446,4,Stayed,Not Churned,0,0,39,None,35.13,Fiber Optic,29,1,1,0,1,0.0,0,1370.0700000000002,4589.82,40,0,0,1,0,0,0,0,Electronic check,3219.75,One Year,No reason given,0
4562,Santee,92071,32.847336,-116.997605,Male,1,0,0,8,1,0,0,1,69.7,0,5242,4,Stayed,Not Churned,0,0,8,Offer E,41.85,Fiber Optic,5,0,0,0,1,0.0,0,334.8,907.6500000000001,60,0,0,1,0,0,0,0,Electronic check,572.85,Two Year,No reason given,0
4563,Solana Beach,92075,33.001813,-117.263628,Female,0,1,1,51,1,1,0,1,90.15,0,5692,3,Stayed,Not Churned,1,4,51,Offer B,19.9,Fiber Optic,59,1,0,1,1,0.0,0,1014.9,5569.75,20,1,3,1,0,0,1,0,Electronic check,4554.85,One Year,No reason given,1
4564,San Marcos,92078,33.119028,-117.166036,Male,0,1,1,71,1,0,0,0,25.35,0,5747,5,Stayed,Not Churned,1,2,71,None,9.2,None,0,0,0,0,0,0.0,0,653.1999999999999,2500.75,20,1,2,0,0,0,1,0,Credit card (automatic),1847.55,Two Year,No reason given,0
4565,Valley Center,92082,33.25283,-116.986079,Male,1,0,0,71,1,0,0,1,24.65,0,4788,3,Stayed,Not Churned,0,0,71,Offer A,4.75,None,0,0,0,0,0,0.0,0,337.25,2104.0,70,0,0,0,0,0,1,0,Mailed check,1766.75,Two Year,No reason given,0
4566,Vista,92083,33.17494,-117.242761,Female,1,1,0,70,1,0,0,1,19.55,0,5209,3,Stayed,Not Churned,1,2,70,Offer A,15.9,None,0,0,0,0,0,0.0,0,1113.0,2575.05,70,0,0,0,0,0,0,0,Credit card (automatic),1462.05,Two Year,No reason given,0
